gender,birthdate,ypc,current_premium,age
M,7/15/1959,1,1583.57,63.39
M,8/4/1959,1,661.23,63.34
M,11/1/1959,1,2125.52,63.09
F,2/22/1961,1,1266.13,61.78
F,11/2/1961,1,879.12,61.09
M,1/1/1962,1,1118.33,60.93
M,1/30/1962,1,871.94,60.85
M,2/3/1963,1,1122.52,59.84
F,1/29/1965,1,671.47,57.85
M,4/16/1965,1,992.06,57.64
F,6/2/1965,1,1522.98,57.51
M,11/10/1965,1,486.34,57.07
M,11/15/1965,1,2726.44,57.06
M,12/12/1965,1,1280.64,56.98
M,12/31/1965,1,1101.47,56.93
F,5/16/1966,1,875.17,56.56
M,6/6/1966,1,1852.19,56.50
M,9/4/1966,1,880.21,56.25
M,9/22/1966,1,809.76,56.20
M,10/4/1966,1,647.79,56.17
M,5/18/1967,1,889.79,55.55
F,5/27/1967,1,537.23,55.53
F,5/29/1967,1,1464.01,55.52
F,1/15/1968,1,3686.65,54.89
M,3/18/1968,1,470.58,54.72
M,7/20/1968,1,1206.44,54.38
M,10/21/1968,1,787.27,54.12
M,2/21/1969,1,2301.35,53.79
F,10/20/1969,1,820.39,53.13
F,3/14/1970,1,745.22,52.73
M,11/15/1970,1,714.29,52.06
M,12/13/1970,1,719.35,51.98
F,12/16/1970,1,3729.28,51.97
M,5/28/1972,1,449.51,50.52
M,10/14/1972,1,512.2,50.14
M,10/24/1972,1,810.85,50.11
M,11/8/1972,1,1840.03,50.07
M,2/27/1973,1,1312.68,49.77
M,2/28/1973,1,317.91,49.77
M,4/8/1973,1,734.77,49.66
M,5/2/1973,1,1618.38,49.59
F,9/4/1973,1,740.36,49.25
M,4/18/1974,1,1779.7,48.63
M,4/23/1974,1,1623.86,48.62
M,4/28/1974,1,882.29,48.61
M,5/16/1974,1,789.58,48.56
M,10/3/1974,1,1170.51,48.17
M,1/6/1975,1,1019.28,47.91
M,5/4/1975,1,1357.37,47.59
F,5/6/1975,1,644,47.58
F,1/11/1976,1,1400.09,46.90
M,2/13/1976,1,460.38,46.81
F,4/28/1976,1,975.53,46.60
F,5/18/1976,1,650.38,46.55
M,9/11/1976,1,970.53,46.23
F,1/22/1977,1,1337.12,45.87
M,2/11/1977,1,1221.9,45.81
M,7/14/1977,1,594.35,45.39
F,7/15/1977,1,890.55,45.39
M,7/20/1977,1,658.88,45.38
F,10/1/1977,1,362.57,45.18
M,10/3/1977,1,1195.39,45.17
M,1/18/1978,1,620.65,44.88
M,2/21/1978,1,1324.22,44.79
M,6/5/1978,1,597.14,44.50
M,7/21/1978,1,669.3,44.38
M,10/25/1978,1,918.21,44.11
M,11/16/1978,1,853.76,44.05
M,12/8/1978,1,851.15,43.99
M,12/28/1978,1,816.97,43.94
M,5/2/1979,1,993.34,43.59
M,7/4/1979,1,1613.4,43.42
M,7/14/1979,1,1462.57,43.39
F,9/27/1979,1,1333.32,43.19
M,11/18/1979,1,780.23,43.05
M,1/25/1980,1,1738.17,42.86
M,2/4/1980,1,682.48,42.83
M,2/10/1980,1,1493.57,42.82
M,6/23/1980,1,434.4,42.45
M,7/2/1980,1,961.65,42.43
F,9/8/1980,1,468.07,42.24
M,9/18/1980,1,759.13,42.21
M,10/12/1980,1,1127.13,42.15
M,10/23/1980,1,1888.85,42.12
F,1/28/1981,1,792.02,41.85
M,1/28/1981,1,1745.3,41.85
M,2/5/1981,1,13.09,41.83
F,5/16/1981,1,834.86,41.56
M,5/20/1981,1,1847.95,41.55
M,12/6/1981,1,1545.05,41.00
M,12/8/1981,1,1147.17,40.99
M,1/7/1982,1,699.25,40.91
F,4/25/1982,1,4315.7,40.61
M,6/24/1982,1,959.48,40.45
M,7/10/1982,1,1665.24,40.41
F,10/24/1982,1,1387.81,40.12
F,12/30/1982,1,1170.88,39.93
F,4/18/1983,1,1309.68,39.63
M,5/16/1983,1,501.76,39.56
F,6/15/1983,1,489.67,39.47
M,9/4/1983,1,1342.6,39.25
F,9/9/1983,1,810.91,39.24
M,3/5/1984,1,678.82,38.75
M,4/21/1984,1,3873.21,38.62
M,5/3/1984,1,36.29,38.59
F,6/8/1984,1,1984.7,38.49
F,9/19/1984,1,890.36,38.21
F,10/3/1984,1,1202.07,38.17
F,11/12/1984,1,616.23,38.06
M,11/16/1984,1,806.09,38.05
M,11/18/1984,1,1430.32,38.04
M,12/25/1984,1,965.25,37.94
M,9/6/1985,1,2299.29,37.25
M,9/9/1985,1,495.92,37.24
M,10/12/1985,1,818.85,37.15
F,1/29/1986,1,1110.26,36.85
M,3/14/1986,1,657.99,36.73
F,3/26/1986,1,685.54,36.70
M,7/21/1986,1,1215.93,36.38
F,8/28/1986,1,1495.36,36.27
M,11/13/1986,1,1277.55,36.06
M,11/28/1986,1,793.44,36.02
M,1/1/1987,1,65.56,35.93
M,2/21/1987,1,555.8,35.79
M,4/6/1987,1,921.21,35.67
M,7/24/1987,1,19.87,35.37
M,8/7/1987,1,1697.38,35.33
M,1/6/1988,1,648.56,34.91
M,5/17/1989,1,585.58,33.55
M,8/17/1989,1,959.3,33.30
F,6/9/1990,1,1710.49,32.49
F,9/26/1990,1,1035.17,32.19
M,2/24/1941,2,695.67,81.78
M,11/15/1952,2,1210.71,70.05
M,7/15/1954,2,791.86,68.39
M,5/16/1955,2,1252.87,67.56
M,7/1/1955,2,392.67,67.43
M,11/23/1955,2,2388.84,67.03
M,7/14/1956,2,670.98,66.39
F,2/26/1958,2,776.42,64.77
F,9/16/1958,2,2354.15,64.22
M,10/10/1959,2,1458.51,63.15
F,4/29/1960,2,1431.83,62.60
F,6/26/1960,2,897.03,62.44
M,8/22/1960,2,927.6,62.29
F,7/4/1962,2,490.38,60.42
M,7/16/1962,2,458.71,60.39
M,8/6/1962,2,3581.53,60.33
M,10/20/1962,2,1593.43,60.13
F,8/2/1963,2,1061.74,59.34
M,8/19/1963,2,1890.51,59.30
M,10/9/1963,2,558.37,59.16
M,5/4/1965,2,1359.98,57.59
M,9/17/1965,2,1470.81,57.22
F,8/3/1966,2,876.42,56.34
M,8/16/1966,2,1256.26,56.30
F,9/30/1966,2,1267.27,56.18
M,8/3/1967,2,1305.26,55.34
M,2/17/1968,2,516.39,54.80
M,3/14/1969,2,878.58,53.73
M,12/5/1970,2,2296.09,52.00
F,3/14/1971,2,613.1,51.73
M,8/6/1971,2,987.45,51.33
F,12/13/1971,2,692.15,50.98
F,12/29/1971,2,1522.28,50.93
M,11/9/1972,2,1902.51,50.07
M,1/7/1973,2,651.11,49.91
M,1/16/1973,2,1305.16,49.89
M,6/26/1973,2,1549.81,49.44
M,7/7/1973,2,1427.49,49.41
M,10/28/1973,2,570.2,49.10
M,11/16/1973,2,980.9,49.05
F,9/8/1974,2,1285.6,48.24
F,7/31/1975,2,987.02,47.35
M,11/10/1975,2,759.18,47.07
M,11/15/1975,2,2430.73,47.06
F,1/25/1976,2,886.09,46.86
M,2/20/1976,2,1436.69,46.79
M,4/23/1976,2,1121.53,46.62
F,12/1/1976,2,924.37,46.01
M,3/13/1977,2,669.21,45.73
M,3/18/1977,2,808.43,45.72
F,5/11/1977,2,754.18,45.57
M,5/25/1977,2,688.34,45.53
M,12/1/1977,2,2850.89,45.01
M,1/1/1978,2,1175.23,44.93
M,3/5/1978,2,1974.87,44.75
M,5/9/1978,2,897.31,44.58
M,8/16/1978,2,527.52,44.30
F,4/19/1979,2,771.18,43.63
M,4/18/1980,2,871.26,42.63
F,3/24/1981,2,713.06,41.70
M,7/8/1981,2,544.41,41.41
M,8/9/1981,2,657.35,41.32
M,9/4/1981,2,1414.2,41.25
M,1/5/1982,2,1023.93,40.92
M,3/11/1982,2,567.55,40.74
F,7/2/1982,2,549.63,40.43
F,9/28/1982,2,1626.96,40.19
M,10/18/1982,2,1654.97,40.13
M,2/24/1983,2,1232.77,39.78
M,7/2/1983,2,1446.47,39.43
M,1/22/1984,2,778.95,38.87
M,2/23/1984,2,498.5,38.78
M,7/8/1984,2,1384.68,38.41
M,7/10/1984,2,3685.06,38.40
M,8/19/1984,2,1914.3,38.29
M,12/28/1984,2,903.14,37.93
M,3/29/1985,2,391.08,37.69
M,10/7/1985,2,1081.67,37.16
M,12/25/1985,2,1063.97,36.95
M,10/23/1986,2,596.5,36.12
M,12/1/1987,2,695.11,35.01
M,2/28/1988,2,1615.58,34.77
F,2/20/1990,2,606.72,32.79
M,7/20/1945,3,572.34,77.38
F,12/8/1946,3,838.11,75.99
M,1/3/1952,3,699.42,70.92
F,6/30/1953,3,847.58,69.43
M,2/4/1954,3,1093.04,68.83
F,7/13/1955,3,744.46,67.40
M,1/25/1957,3,680.64,65.86
M,5/7/1958,3,2859.62,64.58
M,1/9/1961,3,1869.66,61.90
M,1/25/1963,3,557.47,59.86
M,1/11/1964,3,604.3,58.90
M,1/27/1964,3,1484.64,58.85
F,6/20/1966,3,1881.96,56.46
M,10/28/1966,3,551.03,56.10
M,6/15/1967,3,900.47,55.47
M,7/24/1967,3,896.09,55.37
M,10/2/1967,3,1025.64,55.18
M,10/18/1968,3,723.32,54.13
F,11/2/1968,3,586.34,54.09
F,5/11/1969,3,989.57,53.57
M,6/24/1970,3,2396.72,52.45
M,6/13/1971,3,714.52,51.48
M,6/25/1971,3,656.6,51.45
M,7/7/1971,3,691.66,51.41
M,8/27/1972,3,574.7,50.27
M,10/11/1972,3,545.24,50.15
M,12/12/1972,3,555.96,49.98
M,1/20/1973,3,977.68,49.87
M,2/23/1973,3,1261.14,49.78
F,3/6/1973,3,820.67,49.75
M,3/16/1973,3,1281.76,49.72
F,4/13/1973,3,2183.58,49.65
M,7/12/1973,3,437.43,49.40
M,5/5/1974,3,1261.75,48.59
F,6/2/1974,3,1606.59,48.51
M,12/6/1974,3,657.21,48.00
M,3/13/1975,3,1348.26,47.73
M,3/28/1975,3,777.34,47.69
F,6/7/1975,3,805,47.50
M,6/13/1975,3,2040.52,47.48
F,6/18/1975,3,756.11,47.47
M,9/7/1975,3,1537.88,47.24
M,10/10/1975,3,646.16,47.15
M,11/15/1975,3,1092.11,47.06
M,5/29/1976,3,846.58,46.52
M,10/7/1976,3,604.44,46.16
M,12/14/1976,3,2367.69,45.97
M,2/2/1977,3,619.66,45.84
M,2/16/1977,3,1133.3,45.80
F,5/20/1977,3,771.95,45.55
M,7/7/1977,3,1277.86,45.41
M,1/8/1978,3,754.23,44.91
M,3/15/1978,3,985.31,44.73
M,4/20/1978,3,1408.85,44.63
M,5/24/1978,3,2280.19,44.53
M,6/20/1978,3,2579.23,44.46
F,7/16/1978,3,2776,44.39
M,11/4/1978,3,723.44,44.09
M,3/24/1979,3,1067.9,43.70
M,10/3/1979,3,1180.78,43.17
M,10/12/1979,3,931.26,43.15
M,11/2/1979,3,924.17,43.09
M,6/16/1980,3,1112.61,42.47
F,7/10/1980,3,958.05,42.40
M,12/2/1980,3,1116.11,42.01
M,4/10/1981,3,573.03,41.66
M,5/31/1981,3,760.95,41.52
F,3/6/1982,3,957.42,40.75
M,4/12/1982,3,770.01,40.65
M,5/31/1982,3,877.64,40.52
M,4/11/1983,3,2074.22,39.65
M,1/17/1984,3,691.22,38.88
M,1/20/1984,3,1599.33,38.87
M,1/26/1984,3,471.06,38.86
M,2/2/1986,3,573.93,36.84
F,8/2/1987,3,1098.8,35.34
F,8/13/1988,3,582.35,34.31
M,1/1/1952,4,659.74,70.93
M,3/26/1957,4,1448.78,65.70
M,12/25/1960,4,672.47,61.94
F,6/12/1962,4,775.44,60.48
M,11/19/1962,4,1049.78,60.04
M,1/15/1966,4,856.3,56.89
F,5/17/1966,4,1268.28,56.55
M,6/21/1966,4,981.85,56.46
M,8/29/1966,4,1290.34,56.27
F,12/27/1967,4,2438.9,54.94
F,10/20/1969,4,585.44,53.13
F,7/28/1970,4,717.31,52.36
M,6/18/1971,4,440.08,51.47
M,11/12/1972,4,963.26,50.06
M,1/2/1974,4,929.89,48.92
M,2/20/1975,4,3916.18,47.79
M,4/13/1977,4,291.39,45.65
M,9/13/1977,4,615.1,45.23
M,11/30/1977,4,1811.9,45.01
F,9/10/1978,4,1027.48,44.24
M,3/9/1979,4,1147.76,43.74
M,1/28/1980,4,1356.28,42.85
F,7/16/1980,4,877.35,42.39
M,12/6/1980,4,824.94,42.00
F,1/21/1981,4,315.2,41.87
F,6/15/1981,4,719.88,41.47
M,7/24/1982,4,1037.15,40.37
M,11/15/1982,4,533.78,40.06
M,11/1/1983,4,468.28,39.09
M,3/16/1984,4,877.42,38.72
M,7/29/1985,4,775.31,37.35
M,5/10/1986,4,1913.75,36.57
F,6/19/1988,4,646.77,34.46
F,9/25/1930,5,657.12,92.20
F,6/14/1936,5,709.23,86.47
M,7/19/1937,5,1580.09,85.38
M,9/18/1939,5,963.89,83.21
M,9/24/1939,5,2349.7,83.20
M,7/16/1944,5,1872.95,78.39
M,8/10/1944,5,1330.7,78.32
M,6/13/1945,5,2017.09,77.48
M,4/15/1946,5,615.04,76.64
M,7/20/1946,5,860.85,76.38
M,10/1/1946,5,663.59,76.18
M,10/26/1946,5,1573.99,76.11
M,12/5/1946,5,692.33,76.00
F,9/15/1947,5,857.53,75.22
M,1/8/1948,5,2598.47,74.91
M,1/19/1948,5,1814.32,74.88
M,3/18/1948,5,1430.65,74.72
M,11/22/1948,5,1290.08,74.03
M,3/24/1949,5,1864.49,73.70
M,10/1/1949,5,693.71,73.18
M,3/17/1950,5,976.36,72.72
F,4/10/1950,5,619.59,72.66
F,9/18/1950,5,1009.59,72.21
F,11/10/1950,5,955.7,72.07
M,5/17/1951,5,443.01,71.55
F,9/29/1951,5,1438.02,71.18
M,4/6/1952,5,879.23,70.66
F,6/7/1952,5,517.3,70.49
M,6/17/1952,5,1070.25,70.47
M,9/1/1952,5,861.81,70.26
F,9/27/1952,5,1036.23,70.19
M,12/2/1952,5,1407.83,70.01
M,3/11/1953,5,2315.71,69.74
M,4/5/1953,5,1063.84,69.67
M,6/24/1953,5,1660.66,69.45
F,7/15/1953,5,1220.19,69.39
F,8/13/1953,5,999.73,69.31
F,8/30/1953,5,1009.69,69.27
F,5/11/1954,5,1115.66,68.57
M,6/3/1954,5,1273.32,68.51
M,6/18/1954,5,358.75,68.47
M,7/3/1954,5,1828.55,68.43
F,8/1/1954,5,1126.36,68.35
M,9/11/1954,5,1946.87,68.23
M,10/24/1955,5,1218.99,67.12
M,12/26/1955,5,2052.79,66.94
M,1/1/1956,5,1131.73,66.93
M,2/6/1956,5,1469.01,66.83
F,4/6/1956,5,559.93,66.66
M,8/28/1956,5,1246.18,66.27
M,9/12/1956,5,2189.62,66.23
M,12/31/1956,5,675.68,65.93
M,2/10/1957,5,2550.42,65.82
F,3/8/1957,5,547.04,65.75
M,5/7/1957,5,1283.01,65.58
M,8/28/1957,5,979.81,65.27
F,10/4/1957,5,746.13,65.17
F,10/8/1957,5,399.2,65.16
M,11/5/1957,5,2162.46,65.08
M,1/24/1958,5,1285.35,64.86
M,2/25/1958,5,681,64.78
M,5/5/1958,5,919.2,64.59
F,5/9/1958,5,2124.27,64.58
M,8/26/1958,5,1731.17,64.28
F,9/11/1958,5,684.85,64.23
M,10/10/1958,5,507.04,64.15
M,10/23/1958,5,770.17,64.12
F,11/21/1958,5,2758.73,64.04
F,5/15/1959,5,2899.6,63.56
M,10/29/1959,5,4073.91,63.10
M,12/6/1959,5,1220.56,63.00
F,2/28/1960,5,840.23,62.77
F,4/2/1960,5,841.74,62.67
M,8/18/1960,5,984.39,62.30
M,9/13/1960,5,1435.79,62.23
M,11/7/1960,5,3610.41,62.07
M,12/3/1960,5,1528.31,62.00
F,12/13/1960,5,1541.07,61.98
M,6/27/1961,5,891.09,61.44
M,9/26/1961,5,754.6,61.19
M,12/22/1961,5,892.34,60.95
F,2/2/1963,5,1212.54,59.84
M,3/8/1963,5,1123.9,59.75
M,3/15/1963,5,2327.84,59.73
F,4/10/1963,5,490.49,59.66
M,5/21/1963,5,2261.99,59.54
F,9/21/1963,5,1130.58,59.21
M,10/29/1963,5,2410.73,59.10
M,8/2/1964,5,510.2,58.34
M,8/24/1964,5,658.94,58.28
M,12/17/1964,5,1453.94,57.97
M,1/17/1965,5,852.73,57.88
M,3/8/1965,5,979.79,57.75
M,4/17/1965,5,2559.92,57.64
M,5/27/1965,5,844.5,57.53
M,6/21/1965,5,810.39,57.46
M,9/3/1965,5,698.28,57.26
M,9/24/1965,5,912.84,57.20
F,11/20/1965,5,1362.39,57.04
M,1/11/1966,5,850.85,56.90
M,3/19/1966,5,679.35,56.72
F,4/14/1966,5,801.3,56.64
M,5/30/1966,5,795.68,56.52
F,9/5/1966,5,969.99,56.25
M,9/20/1966,5,777.6,56.21
F,9/26/1966,5,913.81,56.19
F,11/20/1966,5,716.78,56.04
M,12/13/1966,5,536.38,55.98
F,12/15/1966,5,496.01,55.97
M,12/16/1966,5,503.11,55.97
M,1/9/1967,5,1806.96,55.90
M,2/4/1967,5,895.31,55.83
M,3/28/1967,5,1240.27,55.69
M,10/31/1967,5,1757.39,55.10
M,12/17/1967,5,760.5,54.97
F,7/26/1968,5,738.65,54.36
F,9/16/1968,5,884.7,54.22
F,1/10/1969,5,1527.58,53.90
M,6/14/1970,5,736.2,52.48
F,8/28/1970,5,1734.58,52.27
M,9/17/1970,5,601.23,52.22
F,11/21/1970,5,1194.77,52.04
F,1/17/1971,5,787.35,51.88
M,2/3/1971,5,1810.22,51.84
F,2/10/1971,5,441.38,51.82
M,7/1/1971,5,748.89,51.43
F,8/1/1971,5,675.78,51.35
M,8/19/1971,5,458.31,51.30
F,1/31/1972,5,583.83,50.84
F,2/11/1972,5,639.42,50.81
M,3/25/1972,5,865.55,50.70
M,6/4/1972,5,1577.91,50.50
M,8/10/1972,5,716.58,50.32
M,1/19/1973,5,1263.97,49.88
F,2/3/1973,5,1903.49,49.84
M,6/22/1973,5,1299.6,49.46
M,8/19/1973,5,858.78,49.30
F,8/21/1973,5,996.58,49.29
F,12/13/1973,5,1523.75,48.98
F,1/5/1974,5,973.85,48.92
M,5/18/1974,5,817.05,48.55
F,7/15/1974,5,1083.16,48.39
M,1/16/1975,5,565.78,47.89
M,1/28/1975,5,489.84,47.85
M,3/1/1975,5,1254.15,47.76
M,3/24/1975,5,530.48,47.70
M,8/23/1975,5,990.79,47.29
M,9/23/1975,5,2786.49,47.20
M,10/10/1975,5,1362.76,47.15
F,11/27/1975,5,519.45,47.02
M,11/30/1975,5,482.98,47.01
M,12/31/1975,5,1641.26,46.93
F,10/10/1976,5,1108.05,46.15
F,11/4/1976,5,928.5,46.08
M,1/28/1977,5,551.01,45.85
M,2/9/1977,5,787.05,45.82
F,3/18/1977,5,978.35,45.72
M,3/18/1977,5,1091.09,45.72
F,5/22/1977,5,616.41,45.54
F,7/2/1977,5,852.04,45.43
M,7/6/1977,5,648.91,45.42
M,7/25/1977,5,1151.61,45.36
M,8/3/1977,5,1099.58,45.34
M,10/25/1977,5,681.08,45.11
M,2/10/1978,5,923.07,44.82
M,2/13/1978,5,1316.23,44.81
M,11/8/1978,5,1956.17,44.07
F,11/29/1978,5,761.97,44.02
M,1/7/1979,5,635.53,43.91
M,2/9/1979,5,1598.96,43.82
M,4/3/1979,5,548.65,43.67
M,6/12/1979,5,1595.9,43.48
M,11/1/1979,5,1468.49,43.09
F,12/12/1979,5,751.48,42.98
F,1/5/1980,5,2032.44,42.92
M,2/23/1980,5,656.02,42.78
M,4/7/1980,5,927.02,42.66
M,8/22/1980,5,730.69,42.29
M,1/13/1981,5,903.64,41.89
M,2/28/1981,5,1053.42,41.77
F,4/27/1981,5,481.89,41.61
F,12/8/1981,5,1069.93,40.99
M,12/9/1981,5,805.92,40.99
M,3/2/1982,5,1790.43,40.76
M,3/22/1982,5,801.48,40.71
M,10/8/1983,5,792.31,39.16
M,11/14/1983,5,1720.14,39.06
M,8/21/1984,5,596.87,38.29
M,9/12/1984,5,631.14,38.23
F,10/29/1984,5,972.83,38.10
F,2/19/1985,5,431.21,37.79
F,6/22/1985,5,817.44,37.46
M,8/13/1985,5,660.42,37.31
F,1/18/1986,5,711.69,36.88
M,11/5/1986,5,380.87,36.08
F,11/14/1986,5,834.61,36.06
M,6/26/1988,5,429.84,34.44
F,4/6/1989,5,643.46,33.67
M,11/22/1990,5,748.01,32.04
M,7/23/1991,5,761.23,31.37
M,3/19/1948,0,967.35,74.71
M,11/17/1949,0,727.99,73.05
M,12/21/1951,0,1276.54,70.96
M,11/1/1957,0,759.05,65.09
F,3/1/1958,0,1133.06,64.76
F,4/20/1960,0,967.14,62.62
F,7/31/1961,0,1394.42,61.35
F,9/12/1961,0,1048.67,61.23
M,5/10/1963,0,3187.73,59.57
M,7/7/1963,0,1128.58,59.41
F,9/29/1963,0,626.59,59.18
F,12/22/1963,0,362.06,58.95
M,4/9/1964,0,734.74,58.66
M,5/4/1965,0,537.53,57.59
M,4/15/1967,0,1103.82,55.64
M,9/9/1967,0,1740.52,55.24
M,11/18/1967,0,2027.21,55.05
M,5/2/1968,0,907.72,54.59
M,7/1/1969,0,1103.37,53.43
F,7/15/1969,0,900.28,53.39
M,8/23/1969,0,1033.29,53.29
M,3/11/1970,0,1262.37,52.74
M,7/10/1970,0,827.73,52.41
M,7/21/1970,0,1356.32,52.38
M,3/31/1972,0,808.41,50.68
F,9/30/1972,0,646.42,50.18
M,11/30/1972,0,679.61,50.01
F,9/3/1973,0,1538.82,49.26
F,11/13/1973,0,871.85,49.06
F,1/12/1974,0,829.9,48.90
M,2/18/1974,0,934.44,48.79
M,11/1/1975,0,1275.19,47.09
F,7/19/1976,0,1427.68,46.38
F,11/18/1976,0,1602.85,46.04
M,11/27/1977,0,1965.08,45.02
F,6/9/1978,0,559.9,44.49
F,2/16/1980,0,836.95,42.80
M,3/30/1981,0,1472.19,41.69
M,4/1/1981,0,758.3,41.68
F,12/18/1982,0,571.01,39.97
M,11/6/1984,0,1104.87,38.08
F,5/31/1985,0,1095.11,37.52
F,9/30/1985,0,2043.7,37.18
M,12/29/1987,0,690.13,34.93
F,8/1/1989,0,1062.48,33.35
F,6/19/1990,0,1144.36,32.46
M,12/15/1943,1,1872.3,78.97
M,2/15/1945,1,1758.49,77.80
F,9/22/1947,1,1098.96,75.20
M,6/23/1948,1,803.51,74.45
F,8/22/1948,1,491.1,74.29
F,9/11/1948,1,496.18,74.23
M,10/29/1948,1,3127.47,74.10
F,11/19/1950,1,1296.27,72.04
F,5/5/1952,1,574.29,70.58
M,11/18/1952,1,1318.45,70.04
F,11/24/1952,1,1341.44,70.03
F,4/7/1954,1,1391.77,68.66
F,5/29/1956,1,717.83,66.52
M,6/8/1956,1,1242.23,66.49
M,2/16/1957,1,2010.13,65.80
M,2/27/1957,1,1496.89,65.77
M,9/14/1958,1,865.75,64.23
F,4/9/1959,1,924.2,63.66
F,7/15/1959,1,654.54,63.39
F,1/3/1960,1,1599.81,62.92
M,10/10/1960,1,1244.96,62.15
F,1/23/1962,1,1216.85,60.87
M,9/4/1962,1,811.29,60.25
F,10/15/1962,1,1724.95,60.14
M,12/30/1962,1,1796.14,59.93
F,5/2/1963,1,2044.58,59.59
M,8/26/1963,1,1516.69,59.28
F,11/7/1964,1,1207.02,58.07
M,2/18/1965,1,2394.45,57.79
F,10/2/1965,1,2267.04,57.18
F,12/23/1965,1,969.56,56.95
M,7/7/1967,1,1236.99,55.41
F,10/22/1967,1,1781.3,55.12
M,5/24/1968,1,1257.55,54.53
F,4/20/1969,1,1520.57,53.63
F,6/12/1969,1,1332,53.48
M,10/10/1970,1,675.67,52.15
F,11/25/1970,1,1725.08,52.03
M,12/1/1970,1,781.95,52.01
M,2/11/1971,1,914.99,51.81
M,7/19/1971,1,1401.99,51.38
F,11/28/1971,1,1920.25,51.02
F,4/9/1972,1,2407.19,50.66
M,9/10/1972,1,1665.02,50.23
F,12/7/1972,1,1146.9,49.99
M,2/19/1973,1,849.16,49.79
M,9/17/1973,1,645.25,49.22
M,4/15/1974,1,2181.5,48.64
M,10/2/1974,1,808.45,48.18
F,11/10/1974,1,1453.43,48.07
M,4/3/1975,1,1090.03,47.67
M,7/2/1975,1,1692.51,47.43
M,1/1/1976,1,723.96,46.93
M,1/2/1976,1,560.33,46.92
M,4/19/1976,1,842.87,46.63
F,5/17/1976,1,1374.65,46.55
M,9/14/1976,1,631.14,46.22
M,12/14/1976,1,968.73,45.97
F,8/4/1977,1,691.41,45.34
M,12/26/1977,1,461.63,44.94
F,8/6/1979,1,1263.45,43.33
F,9/17/1979,1,660.11,43.22
M,12/29/1979,1,958.83,42.93
M,1/29/1980,1,1545.38,42.85
F,7/16/1980,1,1508.89,42.39
F,10/23/1980,1,1208.18,42.12
M,4/27/1981,1,1161.77,41.61
M,2/14/1982,1,1520.68,40.81
M,2/23/1982,1,917.89,40.78
F,9/9/1982,1,1266.3,40.24
M,1/3/1983,1,2377.13,39.92
F,7/21/1983,1,636.74,39.38
M,11/4/1983,1,990.09,39.09
M,4/5/1984,1,398.41,38.67
M,5/25/1984,1,742.92,38.53
M,9/18/1984,1,1168.67,38.21
F,3/5/1985,1,2982.01,37.75
F,3/25/1985,1,612.12,37.70
M,7/12/1985,1,650.66,37.40
F,9/21/1985,1,2919.24,37.21
F,10/18/1985,1,1810.43,37.13
F,7/8/1986,1,739.4,36.41
M,12/30/1986,1,1639.21,35.93
M,10/3/1987,1,987.89,35.17
F,1/4/1988,1,662.51,34.92
M,8/26/1988,1,702.01,34.27
F,1/9/1989,1,1212.48,33.90
F,9/27/1989,1,1040.35,33.19
F,10/20/1989,1,767.9,33.13
F,6/21/1990,1,914.81,32.46
F,7/19/1990,1,996.93,32.38
F,3/11/1992,1,860.98,30.73
M,1/11/1934,2,961.46,88.90
F,1/2/1936,2,1048.86,86.92
F,10/19/1949,2,798.22,73.13
F,8/8/1950,2,1249.12,72.33
F,9/26/1953,2,1975.3,69.19
M,1/27/1956,2,1420.76,66.85
F,7/20/1956,2,818.93,66.38
M,7/11/1960,2,2432.36,62.40
M,10/19/1960,2,338.81,62.13
F,5/25/1962,2,1354.15,60.53
M,6/10/1963,2,992.83,59.49
F,2/3/1964,2,1544.87,58.84
M,4/3/1964,2,701.35,58.67
M,10/24/1964,2,1573.92,58.11
F,2/14/1965,2,957.33,57.81
M,8/14/1965,2,2764.06,57.31
M,10/9/1965,2,1655,57.16
M,2/8/1967,2,1521.55,55.82
M,7/14/1967,2,755.05,55.39
M,6/29/1968,2,832.09,54.43
M,1/8/1969,2,723.62,53.91
F,4/5/1969,2,1003.4,53.67
F,7/23/1969,2,1757.57,53.37
F,10/31/1969,2,1092.38,53.10
M,1/2/1970,2,876.91,52.92
M,5/7/1970,2,912.34,52.58
F,5/11/1970,2,1004.07,52.57
M,5/19/1971,2,1368.55,51.55
F,6/4/1971,2,614.78,51.50
M,9/25/1971,2,1064.32,51.20
F,8/22/1972,2,895.48,50.29
M,3/9/1973,2,1516.57,49.74
M,12/20/1973,2,1156.43,48.96
M,1/13/1974,2,855.87,48.89
F,3/21/1974,2,884.44,48.71
F,4/20/1974,2,770.53,48.63
F,8/1/1974,2,707.04,48.35
M,9/20/1974,2,532,48.21
F,12/27/1974,2,958.15,47.94
M,2/5/1975,2,1407.4,47.83
M,8/9/1975,2,1903.14,47.32
F,9/4/1975,2,1050.32,47.25
F,1/5/1976,2,2972.02,46.92
M,1/27/1977,2,2599.88,45.85
M,5/15/1978,2,2618.23,44.56
M,6/15/1978,2,908.65,44.47
M,8/29/1978,2,1529.48,44.27
F,5/25/1979,2,1243.95,43.53
F,9/14/1979,2,1116.82,43.23
M,10/6/1979,2,770.73,43.16
F,2/26/1980,2,2205.22,42.77
M,6/11/1980,2,841.56,42.48
M,10/17/1980,2,10.59,42.13
M,10/31/1980,2,468.26,42.09
M,1/18/1981,2,803.63,41.88
M,6/30/1981,2,990.62,41.43
